authors,created,favicon,fulltext,hashtitle,jenis,keywords,language,link,media_url,published,site,summary,title,sdgs,desc,topic,sentiment,emotion,emotion_polisi,sentiment_polisi,ners,phrases,kota,provinsi,alchemy,highlight,geo,summarization,published_to_es,is_updated,known_by_police,published_all,username,location_aho,hashtag,subs_name
['Muhamad Rais Adnan'],2025-10-31T22:14:23.273514+07:00,,"SKOR.id - Persija Jakarta kembali menuai poin penuh pada pekan ke-11 Super League 2025-2026. Kali ini, skuad berjulukan Macan Kemayoran menaklukkan PSBS Biak.  Pada laga yang digelar di Stadion Manahan, Solo, Jumat (31/10/2025) malam WIB, itu Persija Jakarta menang dengan skor 3-1.  Striker Persija asal Brasil, Emaxwell Souza de Lima atau yang akrab disapa Maxwell, ini tampil sebagai bintang dengan mencetak hat-trick alias tiga gol di laga ini. Catatan ini membuatnya semakin memanaskan persaingan top skor Super League 2025-2026 karena kini sudah mencetak delapan gol, hanya selisih satu gol dari Dalberto Luan Belo (Arema FC) yang kini memimpin daftar tersebut.  Scroll untuk membaca  Scroll untuk membaca  Kemenangan ini juga membuat Persija kembali ke posisi kedua klasemen, setelah tadi sore sempat digusur PSIM Yogyakarta. Tim asuhan Mauricio Souza itu kini mengoleksi 20 poin dari 10 pertandingan yang telah dijalani.  Sebaliknya, kekalahan ini membuat PSBS Biak terjerembab di zona degradasi dengan menempati peringkat ke-16 dengan enam poin dari 10 pertandingan.",10e29e28b3e11de1063468193a64aca15c6e625d,fwp,"['hat-trick', 'maxwell', 'bawa', 'taklukkan', 'persija', 'psbs', 'biak', 'skor', 'poin', '10', 'gol', 'super', 'league', '2025-2026', 'laga', 'souza', 'mencetak', 'scroll', 'membaca', 'id', 'menuai', 'penuh', 'ke-11', 'skuad', 'berjulukan', 'macan', 'kemayoran', 'menaklukkan', 'digelar', 'stadion', 'manahan', 'solo', '31', '2025', 'menang']",indonesian,https://skor.republika.co.id/posts/715178/brace-maxwell-bawa-persija-taklukkan-psbs-biak,https://static.republika.co.id/uploads/member/images/news/medium_Whats_App_Image_2025_10_30_at_12_22_34_1_a9df904a08_1761919206.jpeg,2025-10-31T20:59:07+00:00,republika.co.id,"SKOR.id - Persija Jakarta kembali menuai poin penuh pada pekan ke-11 Super League 2025-2026. Kali ini, skuad berjulukan Macan Kemayoran menaklukkan PSBS Biak.  Pada laga yang digelar di Stadion Manahan, Solo, Jumat (31/10/2025) malam WIB, itu Persija Jakarta menang dengan skor 3-1.",Hat-Trick Maxwell Bawa Persija Taklukkan PSBS Biak,SDG10,Mengurangi Ketimpangan,Sport,netral,Neutral,Happy,netral,"{'cardinal': [], 'date': [], 'event': ['super league'], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['stadion manahan solo malam'], 'money': [], 'ordinal': [], 'organization': ['macan kemayoran', 'persija jakarta', 'psbs biak'], 'percentage': [], 'person': ['maxwell'], 'politicalorganization': [], 'product': [], 'quantity': [], 'religion': [], 'time': [], 'woart': []}","['hat trick maxwell bawa', 'maxwell bawa persija taklukkan', 'bawa persija taklukkan psbs', 'taklukkan psbs biak', 'bawa persija taklukkan']",,,{'authors': None},,[],,2025-10-31T22:14:23.291634+07:00,True,,2025-10-31T20:59:07+00:00,republika.co.id,,[],subs_news_fwp
['Yuni Herlina'],2025-10-31T21:58:10.897489+07:00,,"KALBAR TERKINI - Film Abadi Nan Jaya merupakan karya terbaru sutradara Kimo Stamboel, yang dikenal lewat film-film horor menegangkan seperti Ratu Ilmu Hitam dan Perempuan Tanah Jahanam.  Dirilis di Netflix pada 23 Oktober 2025, film ini menawarkan sentuhan baru dalam dunia horor Indonesia dengan menggabungkan budaya jamu tradisional dan kisah wabah zombie.  Berlatar di sebuah desa pedalaman Jawa, Abadi Nan Jaya bukan sekadar kisah seram penuh darah, tetapi juga kritik sosial tentang ambisi manusia yang ingin melawan alam dan waktu.  Film ini menampilkan nuansa lokal yang kental — dari ritual tradisional, aroma rempah, hingga konflik keluarga — yang menjadikannya berbeda dari film zombie kebanyakan.   Dengan sinematografi kelam namun memikat, Abadi Nan Jaya berhasil menciptakan suasana yang mencekam sekaligus menyentuh, memperlihatkan bagaimana keinginan untuk hidup abadi justru membawa kehancuran.  Sinopsis Film Abadi Nan Jaya  Cerita dimulai di sebuah desa kecil di Yogyakarta, tempat keluarga Sadimin (diperankan oleh Donny Damara) menjalankan usaha jamu turun-temurun bernama Abadi Nan Jaya.  Terobsesi mempertahankan kejayaan dan melawan usia tua, Sadimin menciptakan ramuan khusus yang diyakininya dapat memberi keabadian.",3bd5bb0ecf12a68edb78cbed777b964fd6454367,News Non Dewanpers,"['viral', 'bercerita', 'pemerannya', 'abadi', 'nan', 'jaya', 'sinopsis', 'horor', 'jamu', 'tradisional', 'kisah', 'zombie', 'menciptakan', 'sadimin', 'kalbar', 'terkini', 'terbaru', 'sutradara', 'kimo', 'stamboel', 'film-film', 'menegangkan', 'ratu', 'hitam', 'perempuan', 'jahanam', 'netflix', '23', '2025', 'sentuhan', 'menggabungkan', 'budaya', 'wabah', 'berlatar', 'pedalaman']",id,https://kalbarterkini.pikiran-rakyat.com/entertainment/pr-1639759645/viral-abadi-nan-jaya-bercerita-tentang-apa-mau-sinopsis-dan-pemerannya,https://assets.pikiran-rakyat.com/crop/55x285:1889x1611/1200x675/photo/2025/10/29/1792915728.jpg,2025-10-31T21:39:47+07:00,pikiran-rakyat.com,"KALBAR TERKINI - Film Abadi Nan Jaya merupakan karya terbaru sutradara Kimo Stamboel, yang dikenal lewat film-film horor menegangkan seperti Ratu Ilmu Hitam dan Perempuan Tanah Jahanam.  Dirilis di Netflix pada 23 Oktober 2025, film ini menawarkan sentuhan baru dalam dunia horor Indonesia dengan menggabungkan budaya jamu tradisional dan kisah wabah zombie.  Berlatar di sebuah desa pedalaman Jawa, Abadi Nan Jaya bukan sekadar kisah seram penuh darah, tetapi juga kritik sosial tentang ambisi manusia yang ingin melawan alam dan waktu.","Viral, Abadi Nan Jaya Bercerita Tentang Apa? MAU sinopsis dan Pemerannya?",SDG12,Konsumsi dan Produksi yang Bertanggungjawab,Budaya,netral,Neutral,Fear,netral,"{'cardinal': [], 'date': [], 'event': [], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['abadi nan jaya', 'pedalaman', 'indonesia', 'kalbar', 'jawa'], 'money': [], 'ordinal': [], 'organization': ['netflix'], 'percentage': [], 'person': ['kimo stamboel'], 'politicalorganization': [], 'product': ['abadi nan jaya', 'viral', 'film', 'jamu'], 'quantity': [], 'religion': [], 'time': [], 'woart': ['ratu ilmu hitam perempuan tanah jahanam', 'abadi nan jaya']}","['jaya bercerita sinopsis pemerannya', 'nan jaya bercerita', 'bercerita sinopsis pemerannya', 'viral abadi nan', 'abadi nan jaya']",,,{'authors': None},,[],,2025-10-31T21:58:54.079260+07:00,False,,2025-10-31T21:39:47+07:00,pikiran-rakyat.com,,[],subs_news_13
['Nisa Asfiya Husna'],2025-10-31T21:58:10.899337+07:00,,"Disclaimer: Artikel ini telah tayang sebelumnya di tirto.id dengan judul: 15 Film Jepang Siap Tayang di Japanese Film Festival 2025  MEDIAPEMALANG.COM - Tepat seminggu dari sekarang, Japanese Film Festival (JFF) 2025, yang menampilkan koleksi sinema Jepang terbaik, akan memulai putaran penayangannya.  Festival ini berkomitmen membawa lima belas film Jepang lintas genre ke sembilan kota di Indonesia, meliputi Jakarta, Bandung, Makassar, Yogyakarta, Palembang, dan Surabaya.  JFF 2025 juga mengadakan kunjungan khusus di Padang, Medan, dan Balikpapan sepanjang periode November hingga Desember 2025.  Diinisiasi oleh The Japan Foundation, Jakarta, sejak tahun 2016, JFF telah menjadi program tahunan yang sukses memperkenalkan kekayaan budaya Jepang melalui film, melampaui batas animasi ikonik.  Festival ini memastikan penonton dapat menikmati genre film yang sangat beragam, termasuk komedi, misteri, aksi, dokumenter, dan drama yang sering kali berani mengangkat isu-isu sosial yang nyata.  Film Wajib Tonton dan Agenda Komunitas  Salah satu daya tarik utama adalah keberagaman film yang ditawarkan, mulai dari karya terbaru hingga klasik legendaris.  Film pembuka festival tahun ini adalah *Sunset Sunrise*, garapan sutradara KISHI Yoshiyuki (2025).  Film ini berhasil menggabungkan latar belakang bencana gempa/tsunami 2011 dan suasana pandemi Covid-19, menyuguhkan narasi humanis yang dibalut komedi alami.",42f144992ac2aed361ba519a6c6adc3c41b89917,News Non Dewanpers,"['daftar', 'bocor', 'cells', 'at', 'work', 'seven', 'samurai', '2025', 'jff', 'tayang', 'periode', 'festival', 'japanese', 'genre', 'komedi', 'disclaimer', 'tirto', 'id', 'judul', '15', 'mediapemalang', 'com', 'seminggu', 'menampilkan', 'koleksi', 'sinema', 'putaran', 'penayangannya', 'berkomitmen', 'belas', 'lintas', 'sembilan', 'meliputi', 'bandung', 'makassar']",id,https://pemalang.pikiran-rakyat.com/entertainment/pr-2409759630/daftar-film-jff-2025-bocor-ada-cells-at-work-hingga-seven-samurai-ini-periode-tayang-di-jakarta-dan-lainnya,https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2025/10/31/3755739281.png,2025-10-31T21:35:12+07:00,pikiran-rakyat.com,"Disclaimer: Artikel ini telah tayang sebelumnya di tirto.id dengan judul: 15 Film Jepang Siap Tayang di Japanese Film Festival 2025  MEDIAPEMALANG.COM - Tepat seminggu dari sekarang, Japanese Film Festival (JFF) 2025, yang menampilkan koleksi sinema Jepang terbaik, akan memulai putaran penayangannya.  Festival ini berkomitmen membawa lima belas film Jepang lintas genre ke sembilan kota di Indonesia, meliputi Jakarta, Bandung, Makassar, Yogyakarta, Palembang, dan Surabaya.  JFF 2025 juga mengadakan kunjungan khusus di Padang, Medan, dan Balikpapan sepanjang periode November hingga Desember 2025.","Daftar Film JFF 2025 Bocor! Ada Cells at Work hingga Seven Samurai, Ini Periode Tayang di Jakarta dan Lainnya",SDG14,Menjaga Ekosistem Laut,Budaya,netral,Neutral,Happy,netral,"{'cardinal': ['belas'], 'date': [], 'event': ['japanese film festival', 'jff'], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['padang medan', 'balikpapan', 'yogyakarta', 'indonesia', 'palembang', 'makassar', 'sembilan', 'surabaya', 'bandung', 'jakarta', 'jepang'], 'money': [], 'ordinal': [], 'organization': ['jff'], 'percentage': [], 'person': ['anjang'], 'politicalorganization': [], 'product': [], 'quantity': [], 'religion': [], 'time': [], 'woart': ['cells work seven samurai']}","['daftar film jff bocor', 'seven samurai periode tayang', 'periode tayang jakarta', 'cells work seven samurai', 'bocor cells work']",bandung,jawa barat,{'authors': None},,[],,2025-10-31T21:59:20.465221+07:00,False,,2025-10-31T21:35:12+07:00,pikiran-rakyat.com,,[],subs_news_13
['Frengky Aruan'],2025-10-31T23:50:48.459829+07:00,,"MerahPutih.com - Persija Jakarta kembali ke posisi kedua klasemen Super League 2025/2026 setelah mengalahkan PSBS Biak 3-1 di Stadion Manahan, Solo, Jumat (31/10) malam WIB dalam laga pekan ke-11.  Persija sempat turun ke posisi ketiga setelah PSIM Yogyakarta mengalahkan Persik Kediri, Jumat (31/10) sore WIB.  Persija Jakarta membuka keunggulan lebih dahulu lewat gol penalti Maxwell Souza pada menit ke-17. Skor menjadi 1-1 dan bertahan hingga babak pertama berakhir, setelah Pablo Andrade mencetak gol menit 40.  Persija mencoba memaksimalkan babak kedua. Macan Kemayoran terus menekan sang lawan hingga akhirnya mencetak gol kedua menit 61.  Maxwell Souza mencatatkan nama setelah bola sontekannya usai menerima umpan Eksel Runtukahu, mengarah ke pojok atas.   Jalani Tindakan Medis di Brasil, Gustavo Almeida Akan Menepi dari Persija 2-3 Bulan  Persija terus memberikan tekanan sambil mencari peluang. Gol baru tercipta menit 90+2.  Maxwell kembali mencetak gol sekaligus membuatnya mencatatkan hat-trick.  Tambahan tiga angka membuat Persija mengoleksi 20 poin dari 10 laga. Unggul dua poin dari PSIM, yang kini menempati posisi ketiga.  Jumlah poin Persija berselisih empat dari pemuncak klasemen Borneo FC, yang baru memainkan delapan laga.  Sementara itu, PSBS Biak tetap dengan enam poin di tangga ke-16.",eac282bf3431adcec0141d809abd36354e33f3f2,fwp,"['tempati', 'sikat', '3', 'persija', 'klasemen', 'psbs', 'biak', 'super', 'league', '2025', '2026', 'gol', 'menit', 'poin', '10', 'laga', 'maxwell', 'mencetak', 'mengalahkan', '31', 'psim', 'souza', 'babak', 'merahputih', 'com', '3-1', 'stadion', 'manahan', 'solo', 'ke-11', 'yogyakarta', 'persik', 'kediri', 'sore', 'membuka']",indonesian,https://www.merahputih.com/post/read/klasemen-super-league-2025-2026-persija-kembali-tempati-posisi-kedua-setelah-sikat-psbs-biak-3-1,https://img.merahputih.com/media/b7/89/ca/b789cacc9f97af5d0ec8f1dcf4d048dd.JPG,2025-10-31T21:04:18+07:00,merahputih.com,"MerahPutih.com - Persija Jakarta kembali ke posisi kedua klasemen Super League 2025/2026 setelah mengalahkan PSBS Biak 3-1 di Stadion Manahan, Solo, Jumat (31/10) malam WIB dalam laga pekan ke-11.  Persija sempat turun ke posisi ketiga setelah PSIM Yogyakarta mengalahkan Persik Kediri, Jumat (31/10) sore WIB.  Persija Jakarta membuka keunggulan lebih dahulu lewat gol penalti Maxwell Souza pada menit ke-17.",Klasemen Super League 2025/2026: Persija Kembali Tempati Posisi Kedua Setelah Sikat PSBS Biak 3,SDG14,Menjaga Ekosistem Laut,Sport,netral,Neutral,Happy,netral,"{'cardinal': [], 'date': [], 'event': [], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['stadion manahan solo'], 'money': [], 'ordinal': ['ketiga'], 'organization': ['persija jakarta', 'psim yogyakarta', 'persik kediri', 'super league', 'psbs biak'], 'percentage': [], 'person': ['maxwell souza'], 'politicalorganization': [], 'product': [], 'quantity': [], 'religion': [], 'time': [], 'woart': []}","['super league persija tempati', 'klasemen super league', 'sikat psbs biak', 'persija tempati posisi', 'tempati posisi sikat']",,,{'authors': None},,[],,2025-10-31T23:50:51.124117+07:00,True,,2025-10-31T21:04:18+07:00,merahputih.com,,[],subs_news_fwp
['Luthfi BangkitMedia'],2025-10-31T23:35:01.387705+07:00,http://pbs.twimg.com/profile_images/1230469523842707456/1nqEZvCp_normal.jpg,"Bangkitmedia.com, YOGYA – Sebagai rangkaian kegiatan Hari Santri 2025, Lembaga Seni Budaya Muslimin Indonesia (Lesbumi) PWNU DIY mengadakan Nonton Bersama (Nobar) Film Sang Kyai di Halaman Masjid As-Salamah Mancasan Kidul Condongcatur Depok Sleman,Jumat 31 Oktober malam. Kegiatan ini mendapat sambutan antusias dari para jamaah Masjid As-Salamah. Terbukti dengan banyaknya yang ikut menonton film ini.  Film Sang Kyai menceritakan perjuangan para kyai dan santri dalam ikut serta mempertahankan kemerdekaan Republik Indonesia. Antara lain digambarkan kehidupan di Pondok Pesantren Tebuireng Jombang yang diasuh Hadratus Syaikh KH Hasyim Asy’ari. Salah satu kebijakan monumental Rais Akbar PBNU ini adalah mengeluarkan Resolusi Jihad, atau seruan berupa kewajiban bagi umat Islam untuk berjuang mempertahankan negara. Karena itu banyak santri Jombang yang ikut berperang di Surabaya, yang puncaknya pada tanggal 10 November yang akhirnya tanggal tersebut ditetapkan menjadi Hari Pahlawan.",e879e633fac23c31958594f4c7a978ff5326bf37,Nasional,"['kyai', 'sang', 'bangkitmedia', 'lesbumi', 'nobar', 'condongcatur', 'santri', 'masjid', 'as-salamah', 'mempertahankan', 'jombang', 'com', 'yogya', 'rangkaian', '2025', 'seni', 'budaya', 'muslimin', 'pwnu', 'diy', 'nonton', 'halaman', 'mancasan', 'kidul', 'depok', 'sleman', '31', 'sambutan', 'antusias', 'jamaah', 'terbukti', 'banyaknya', 'menonton', 'menceritakan', 'perjuangan']",id,https://bangkitmedia.com/lesbumi-nobar-film-sang-kyai-di-condongcatur,https://bangkitmedia.com/wp-content/uploads/2025/10/Film.jpeg,2025-10-31T13:59:05+00:00,bangkitmedia.com,"Bangkitmedia.com, YOGYA – Sebagai rangkaian kegiatan Hari Santri 2025, Lembaga Seni Budaya Muslimin Indonesia (Lesbumi) PWNU DIY mengadakan Nonton Bersama (Nobar) Film Sang Kyai di Halaman Masjid As-Salamah Mancasan Kidul Condongcatur Depok Sleman,Jumat 31 Oktober malam. Kegiatan ini mendapat sambutan antusias dari para jamaah Masjid As-Salamah. Terbukti dengan banyaknya yang ikut menonton film ini.",Lesbumi Nobar Film Sang Kyai di Condongcatur • BangkitMedia,SDG17,Kemitraan untuk Mencapai Tujuan,Budaya,netral,Neutral,Happy,netral,"{'cardinal': [], 'date': [], 'event': ['nonton nobar'], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['masjid salamah mancasan kidul condongcatur', 'bangkitmedia', 'sleman', 'depok', 'yogya'], 'money': [], 'ordinal': [], 'organization': ['lembaga seni budaya muslimin indonesia', 'lesbumi pwnu diy', 'masjid salamah', 'lesbumi nobar', 'jamaah'], 'percentage': [], 'person': [], 'politicalorganization': [], 'product': [], 'quantity': [], 'religion': [], 'time': [], 'woart': ['sang kyai condongcatur']}","['lesbumi nobar film', 'film sang kyai condongcatur', 'kyai condongcatur bangkitmedia', 'nobar film sang', 'sang kyai condongcatur']",depok,jawa barat,{'authors': None},,[],,2025-10-31T23:35:01.395911+07:00,True,,2025-10-31T13:59:05+00:00,bangkitmedia.com,,[],subs_news_12
['Harley Ikhsan'],2025-10-31T21:05:43.600102+07:00,,"Liputan6.com, Jakarta - Persija Jakarta membekuk PSBS Biak 3-1 pada lanjutan BRI Super League 2025/2026 di Stadion Manahan, Jumat (31/10/2025) malam WIB.  Maxwell Souza jadi bintang Macan Kemayoran pada laga ini. Dia memborong gol kemenangan Persija lewat penalti di menit ke-17, 61, dan 90+2.  Sementara PSBS Biak sempat menyamakan kedudukan melalui Pablo Andrade ('40).   Hasil ini mengembalikan Persija ke urutan kedua klasemen sementara BRI Super League setelah sempat disalip PSIM Yogyakarta beberapa jam sebelumnya. Anak asuh Mauricio Souza mengoleksi 20 poin dari delapan laga, tertinggal empat nilai dari pemuncak Borneo FC yang baru bertanding delapan kali.  Di sisi lain, PSBS gagal meninggalkan zona degradasi. Badai Pasifik baru memiliki enam angka, dua nilai di bawah zona aman.  Persija Jakarta selanjutnya terlibat duel melawan Arema FC, Sabtu (8/11/2024). Sedangkan PSBS Biak meladeni Persita Tangerang, Kamis (6/11/2025).  Emtek Group kembali dipercaya menjadi pemegang hak siar kompetisi sepak bola kasta tertinggi tanah air untuk kampanye 2025/2026.  Tampil dengan wajah baru usai berganti nama dari BRI Liga 1 menjadi BRI Super League, ajang ini dijadwalkan bergulir mulai Jumat (8/8/2025).  Total 18 tim diagendakan bersaing dalam perhelatan liga paling bergengsi Indonesia musim ini. Sebanyak 306 pertandingan hadir sepanjang 34 pekan, dengan semuanya disiarkan secara eksklusif oleh Emtek melalui Indosiar, Vidio, Nex, dan Sin Po TV.",5d22feaa39633f68ad663077439a49240f2e24f6,News Non Dewanpers,"['vs', 'hattrick', 'pepet', 'borneo', 'persija', 'psbs', 'bri', 'biak', 'super', 'league', 'fc', 'maxwell', 'macan', 'kemayoran', '2025', '8', '2026', 'souza', 'laga', 'delapan', 'zona', '11', 'emtek', 'liga', 'liputan6', 'com', 'membekuk', '3-1', 'lanjutan', 'stadion', 'manahan', '31', '10', 'memborong', 'gol']",id,https://www.liputan6.com/bola/read/6200392/hasil-bri-super-league-persija-jakarta-vs-psbs-biak-maxwell-hattrick-macan-kemayoran-pepet-borneo-fc,https://cdn1-production-images-kly.akamaized.net/jCIjk_JXcQ-cxh6quqR--3mkIhM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5399290/original/090305200_1761916993-IMG_6360.JPG,2025-10-31T20:56:15+07:00,liputan6.com,"Liputan6.com, Jakarta - Persija Jakarta membekuk PSBS Biak 3-1 pada lanjutan BRI Super League 2025/2026 di Stadion Manahan, Jumat (31/10/2025) malam WIB.  Maxwell Souza jadi bintang Macan Kemayoran pada laga ini. Dia memborong gol kemenangan Persija lewat penalti di menit ke-17, 61, dan 90+2.","Hasil BRI Super League Persija Jakarta vs PSBS Biak: Maxwell Hattrick, Macan Kemayoran Pepet Borneo FC",SDG7,Energi Bersih dan Terjangkau,Sport,netral,Neutral,Happy,negatif,"{'cardinal': [], 'date': [], 'event': ['bri super league'], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['stadion manahan malam'], 'money': [], 'ordinal': [], 'organization': ['pepet borneo jakarta', 'persija jakarta', 'macan kemayoran', 'psbs biak'], 'percentage': [], 'person': ['maxwell souza'], 'politicalorganization': [], 'product': [], 'quantity': [], 'religion': [], 'time': [], 'woart': []}","['league persija jakarta psbs', 'hasil bri super', 'psbs biak maxwell', 'maxwell hattrick macan kemayoran', 'macan kemayoran pepet borneo']",,,{'authors': None},,[],,2025-10-31T21:07:14.487138+07:00,False,,2025-10-31T20:56:15+07:00,liputan6.com,,[],subs_news_10
['Nisa Asfiya Husna'],2025-10-31T20:56:08.784547+07:00,,"Disclaimer: Artikel ini telah tayang sebelumnya di yogyakarta.kompas.com dengan judul: Berkunjung ke Kampung 'Zombie' di Bantul, Lokasi Syuting Film Abadi Nan Jaya  MEDIAPEMALANG.COM - Film horor Indonesia yang sangat dinantikan, “Abadi Nan Jaya,” kini sukses besar.  Tayangan tahun 2025 ini bahkan langsung melesat ke peringkat pertama Netflix.  Ini tentu menjadi buah bibir di seluruh jagat maya.  Namun, tahukah Anda di mana lokasi syutingnya?  Sebagian besar adegan film mayat hidup yang menghebohkan ini diambil di Padukuhan Ngijo dan Jombor, Bantul, DIY.  Tepatnya di Kalurahan Srimulyo, Kapanewon Piyungan, meskipun proses pengambilan gambar terjadi pada pertengahan tahun 2024, kenangan itu masih melekat.  Warga setempat masih mengingat jelas pengalaman saat kampung mereka mendadak berubah menjadi set film yang kini sangat ramai dibicarakan.  Transformasi Ajaib: Dari Sawah Hijau Menjadi Kantor Polisi  Pada Jumat (31/10/2025), tim kami mengunjungi langsung lokasi syuting tersebut.",16e662e8098fc6ba1179f5a16067ae175a892091,News Non Dewanpers,"['bikin', 'terkejut', 'viral', 'bantul', 'syuting', 'abadi', 'nan', 'jaya', 'horor', 'com', 'kampung', '2025', 'disclaimer', 'tayang', 'yogyakarta', 'judul', 'berkunjung', 'zombie', 'mediapemalang', 'dinantikan', 'sukses', 'tayangan', 'melesat', 'netflix', 'buah', 'bibir', 'jagat', 'maya', 'tahukah', 'syutingnya', 'adegan', 'mayat', 'menghebohkan', 'diambil', 'padukuhan']",id,https://pemalang.pikiran-rakyat.com/entertainment/pr-2409759485/mengapa-lokasi-syuting-film-horor-abadi-nan-jaya-di-bantul-bikin-warga-terkejut-ketika-viral,https://assets.pikiran-rakyat.com/crop/0x0:0x0/1200x675/photo/2025/10/31/2200593294.png,2025-10-31T20:38:21+07:00,pikiran-rakyat.com,"Disclaimer: Artikel ini telah tayang sebelumnya di yogyakarta.kompas.com dengan judul: Berkunjung ke Kampung 'Zombie' di Bantul, Lokasi Syuting Film Abadi Nan Jaya  MEDIAPEMALANG.COM - Film horor Indonesia yang sangat dinantikan, “Abadi Nan Jaya,” kini sukses besar.  Tayangan tahun 2025 ini bahkan langsung melesat ke peringkat pertama Netflix.  Ini tentu menjadi buah bibir di seluruh jagat maya.",Mengapa Lokasi Syuting Film Horor 'Abadi Nan Jaya' di Bantul Bikin Warga Terkejut Ketika Viral,SDG6,Akses Air Bersih dan Sanitasi,Wisata,netral,Neutral,Happy,netral,"{'cardinal': [], 'date': [], 'event': [], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['indonesia', 'bantul'], 'money': [], 'ordinal': [], 'organization': ['netflix'], 'percentage': [], 'person': [], 'politicalorganization': [], 'product': ['kampung zombie bantul', 'nan jaya'], 'quantity': [], 'religion': [], 'time': [], 'woart': []}","['lokasi syuting film horor', 'bikin warga terkejut viral', 'film horor abadi', 'abadi nan jaya bantul', 'horor abadi nan']",bantul,daerah istimewa yogyakarta,{'authors': None},,[],,2025-10-31T20:56:24.457580+07:00,False,,2025-10-31T20:38:21+07:00,pikiran-rakyat.com,,[],subs_news_13
['Rudi Hendrik'],2025-10-31T21:59:45.995245+07:00,,"Solo, MINA – Persija Jakarta tampil di laga Super League 2025-2026 melawan PSBS Biak tanpa penyerang andalannya, Gustavo Almeida karena tengah fokus menjalani pemulihan cedera.  Pertandingan BRI Super League 2025/2026 berlangsung di Stadion Manahan, Solo, Jumat (31/10) malam tanpa penonton.  Persija memulai laga dari posisi 3 klasemen sementara setelah PSIM Yogyakarta mengkudeta posisinya pada Jumat sore dengan selisih 1 poin saja.  Sementara PSBS Biak memulai dari posisi 16, zona degradasi.   Pertandingan dimulai.  Penalti Maxwell  Kick-off dimulai dari kaki Persija Jakarta. Pemain PSBS Biak langsung menghentikan lawan dengan pelanggaran.  Skuad Macan Kemayoran mendominasi penguasaan bola dan melakukan serangan bergelombang ke sarang skuad Badai Pasifik.   Setelah gagal dalam beberapa peluang, akhirnya Persija Jakarta mendapat peluang emas melalui titik putih, ketika Maxwell (99) dijatuhkan oleh George Brown (26) pada menit ke-16.  Maxwell sendiri yang menjadi eksekutornya. Pemain asal Brasil itu sukses menipu kiper Kadu (41).  Gol. Skor 1-0. Persija Jakarta unggul sementara.  Namun, pada menit ke-40, Badai Pasifik membalas melalui gol Pablo Andrade (33).   Skor berubah 1-1. Dan hasil itu bertahan hingga turun minum. []  Mi’raj News Agency (MINA)",8810525a9ca302657d60a533002fe67bd158e680,DKI Jakarta,"['berbagi', 'babak', 'minanews', 'net', 'persija', 'psbs', 'biak', 'gol', 'vs', 'psim', 'baca', 'maxwell', 'solo', 'mina', 'laga', 'super', 'league', 'yogyakarta', 'persik', 'kediri', 'kartu', 'penalti', 'skuad', 'badai', 'pasifik', 'menit', 'skor', '2025-2026', 'penyerang', 'andalannya', 'gustavo', 'almeida', 'fokus', 'pemulihan', 'cedera']",id,https://minanews.net/persija-jakarta-vs-psbs-biak-berbagi-gol-di-babak-pertama,https://minanews.net/wp-content/uploads/2025/10/ALANO-1.jpg,2025-10-31T20:11:35+07:00,minanews.net,"Solo, MINA – Persija Jakarta tampil di laga Super League 2025-2026 melawan PSBS Biak tanpa penyerang andalannya, Gustavo Almeida karena tengah fokus menjalani pemulihan cedera.  Pertandingan BRI Super League 2025/2026 berlangsung di Stadion Manahan, Solo, Jumat (31/10) malam tanpa penonton.  Persija memulai laga dari posisi 3 klasemen sementara setelah PSIM Yogyakarta mengkudeta posisinya pada Jumat sore dengan selisih 1 poin saja.",Persija Jakarta vs PSBS Biak: Berbagi Gol di Babak Pertama – Minanews.net,SDG7,Energi Bersih dan Terjangkau,Sport,netral,Neutral,Neutral,netral,"{'cardinal': [], 'date': [], 'event': ['bri super league'], 'facility': [], 'geopolitical': [], 'language': [], 'law': [], 'location': ['stadion manahan solo'], 'money': [], 'ordinal': [], 'organization': ['persija jakarta', 'psim yogyakarta', 'psbs biak'], 'percentage': [], 'person': ['gustavo almeida', 'solo'], 'politicalorganization': [], 'product': [], 'quantity': [], 'religion': [], 'time': [], 'woart': []}","['persija jakarta psbs biak', 'psbs biak berbagi gol', 'berbagi gol babak minanews', 'biak berbagi gol babak', 'babak minanews net']",,,{'authors': None},,[],,2025-10-31T21:59:48.110211+07:00,False,,2025-10-31T20:11:35+07:00,minanews.net,,[],subs_news_2
